"Skola","Enhetskod","Skolkommun","Kommunkod","Typavhuvudman","Huvudman","HuvudmanOrgnr","Eleverförskoleklass","Andelflickor(%)","Elever ÅK 1-9","","","","","","","","","","","",""
"Kerstinsgårdskolan","53233617","Borås","1490","Kommunal","Boråskommun","2120001561","000000023","52.2","000000073","","","","","","","","","","","",""
"KinnarummaskolanF-6","98161840","Borås","1490","Kommunal","Boråskommun","2120001561","000000016","..","000000078","","","","","","","","","","","",""
"Kristinebergskolan","26533038","Borås","1490","Kommunal","Boråskommun","2120001561","000000066","47","000000352","","","","","","","","","","","",""
"KunskapsskolanBorås","10257640","Borås","1490","Enskild","KunskapsskolaniSverigeAktiebolag","5565661815","000000048","50","000000695","","","","","","","","","","","",""
"MalmenMontessori","10132939","Borås","1490","Enskild","MalmenMontessori","8645012132","000000061","57.4","000000528","","","","","","","","","","","",""
"Myråsskolan","41007432","Borås","1490","Kommunal","Boråskommun","2120001561","000000094","54.3","000000477","","","","","","","","","","","",""
"Målsrydskolan","90649345","Borås","1490","Kommunal","Boråskommun","2120001561","000000015","..","000000071","","","","","","","","","","","",""
"Rångedalaskolan","48846255","Borås","1490","Kommunal","Boråskommun","2120001561","000000013","76.9","000000067","","","","","","","","","","","",""
"Sandaredskolan","72403229","Borås","1490","Kommunal","Boråskommun","2120001561","000000052","40.4","000000393","","","","","","","","","","","",""
"Sandgärdskolan","98081621","Borås","1490","Kommunal","Boråskommun","2120001561",".",".","000000429","","","","","","","","","","","",""
"Sandhultskolan","64760945","Borås","1490","Kommunal","Boråskommun","2120001561","000000022","..","000000124","","","","","","","","","","","",""
"Sjöboskolan","64604672","Borås","1490","Kommunal","Boråskommun","2120001561","000000036","44.4","000000239","","","","","","","","","","","",""
"Sjömarkenskolan","42811967","Borås","1490","Kommunal","Boråskommun","2120001561","000000073","57.5","000000374","","","","","","","","","","","",""
"Sparsörskolorna","63472172","Borås","1490","Kommunal","Boråskommun","2120001561","000000041","53.7","000000247","","","","","","","","","","","",""
"SvaneholmskolanF-6","22258443","Borås","1490","Kommunal","Boråskommun","2120001561","000000020","55","000000102","","","","","","","","","","","",""
"Svedjeskolan","46112711","Borås","1490","Kommunal","Boråskommun","2120001561","000000023","..","000000148","","","","","","","","","","","",""
"Särlaskolan7-9","23108037","Borås","1490","Kommunal","Boråskommun","2120001561",".",".","000000198","","","","","","","","","","","",""
"SärlaskolanF-6","64915682","Borås","1490","Kommunal","Boråskommun","2120001561","000000024","62.5","000000148","","","","","","","","","","","",""
"TrandaredskolanF-6","88323204","Borås","1490","Kommunal","Boråskommun","2120001561","000000066","40.9","000000432","","","","","","","","","","","",""
"Tummarpskolan","98158692","Borås","1490","Kommunal","Boråskommun","2120001561","000000042","59.5","000000135","","","","","","","","","","","",""
"Viskaforsskolan7-9","50756758","Borås","1490","Kommunal","Boråskommun","2120001561",".",".","000000203","","","","","","","","","","","",""
"ViskaforsskolanF-6","43567691","Borås","1490","Kommunal","Boråskommun","2120001561","000000044","45.5","000000253","","","","","","","","","","","",""
"Äsperedskolan","24622763","Borås","1490","Kommunal","Boråskommun","2120001561","000000018","72.2","000000082","","","","","","","","","","","",""
"Banslättsskolan","86192571","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000066","43.9","000000380","","","","","","","","","","","",""
"BjörkhagaSkola","43238662","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000058","48.3","000000478","","","","","","","","","","","",""
"Borgskolan","71048800","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000026","57.7","000000218","","","","","","","","","","","",""
"BorgsskolanBorggruppen1GR","84891659","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882",".",".","000000009","","","","","","","","","","","",""
"BotkyrkaFriskolaF-9","80378022","Botkyrka","0127","Enskild","JPKEducationAB","5564944063","000000041","46.3","000000359","","","","","","","","","","","",""
"Broängsskolan","38661388","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000054","61.1","000000587","","","","","","","","","","","",""
"Brunnaskolan","53426548","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000049","61.2","000000495","","","","","","","","","","","",""
"Edessaskolan","16762245","Botkyrka","0127","Enskild","StiftelsenBarHebreus","8024242391","000000026","42.3","000000135","","","","","","","","","","","",""
"Eklidsskolan","15620768","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000037","54.1","000000185","","","","","","","","","","","",""
"Falkbergsskolan","85558618","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882",".",".","000000423","","","","","","","","","","","",""
"Falkbergsskolanklass6-9A1GR","23477041","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882",".",".","000000012","","","","","","","","","","","",""
"FittjaskolanBotkyrkaNorra","40631085","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000043","55.8","000000496","","","","","","","","","","","",""
"FittjaskolanLillaAspen1GR","40172619","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882",".",".","000000017","","","","","","","","","","","",""
"FreinetskolanKastanjen","29524966","Botkyrka","0127","Enskild","FreinetskolanKastanjenEkonomiskFörening","7696000590","000000020","50","000000171","","","","","","","","","","","",""
"Grindtorpsskolan","57228484","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000055","43.6","000000466","","","","","","","","","","","",""
"Hammerstaskolan","25918983","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000042","28.6","000000334","","","","","","","","","","","",""
"HammerstaskolanSpråkenhet1GR","54270895","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882",".",".","000000025","","","","","","","","","","","",""
"JENSENgrundskolaKvarnsjön","80731562","Botkyrka","0127","Enskild","JensenEducationCollegeAB","5566358759","000000052","61.5","000000535","","","","","","","","","","","",""
"KarsbyInternationalSchool","67742754","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000030","40","000000364","","","","","","","","","","","",""
"Kassmyraskolan","25506439","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000078","35.9","000000381","","","","","","","","","","","",""
"KunskapsskolanTumba","84411355","Botkyrka","0127","Enskild","KunskapsskolaniSverigeAktiebolag","5565661815",".",".","000000369","","","","","","","","","","","",""
"Kvarnhagsskolan","56417100","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000065","50.8","000000466","","","","","","","","","","","",""
"Malmsjöskola","86985859","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000046","45.7","000000419","","","","","","","","","","","",""
"Parkhemsskolan","51863294","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000044","43.2","000000245","","","","","","","","","","","",""
"Rikstensskola","75580959","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000051","52.9","000000692","","","","","","","","","","","",""
"RikstensskolaTrampolinen1GR","76849293","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882",".",".","000000009","","","","","","","","","","","",""
"Skogsbacksskolan","10657244","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000043","34.9","000000136","","","","","","","","","","","",""
"Storvretskolan","18534178","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882",".",".","000000247","","","","","","","","","","","",""
"Storvretskolan1GR","16223141","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882",".",".","000000027","","","","","","","","","","","",""
"Sverigefinskaskolan,Botkyrka","57850353","Botkyrka","0127","Enskild","SverigefinskaSkolaniBotkyrkaAktiebolag","5565721247","000000011","..","000000088","","","","","","","","","","","",""
"Tallidsskolan","45757947","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000042","35.7","000000225","","","","","","","","","","","",""
"Trädgårdsstadsskolan","58310322","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000050","58","000000616","","","","","","","","","","","",""
"Tullingebergsskolan","10495223","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000025","64","000000149","","","","","","","","","","","",""
"Tunaskolan","36350546","Botkyrka","0127","Kommunal","Botkyrkakommun","2120002882","000000077","44.2","000000680","","","","","","","","","","","",""
"StenbockskolanL","28058389","Boxholm","0560","Kommunal","Boxholmskommun","2120000407","000000045","62.2","000000145","","","","","","","","","","","",""
"StenbockskolanMH","23991743","Boxholm","0560","Kommunal","Boxholmskommun","2120000407",".",".","000000282","","","","","","","","","","","",""
"Åsboskola","27814689","Boxholm","0560","Kommunal","Boxholmskommun","2120000407","000000021","47.6","000000112","","","","","","","","","","","",""
"Alvikenskolan","55163663","Bromölla","1272","Kommunal","Bromöllakommun","2120000894","000000065","58.5","000000349","","","","","","","","","","","",""
"DalaskolanNorra","87987096","Bromölla","1272","Kommunal","Bromöllakommun","2120000894","000000038","52.6","000000246","","","","","","","","","","","",""
"DalaskolanSödra","79707757","Bromölla","1272","Kommunal","Bromöllakommun","2120000894",".",".","000000114","","","","","","","","","","","",""
"Edenrydsskola","37658022","Bromölla","1272","Kommunal","Bromöllakommun","2120000894","000000022","..","000000107","","","","","","","","","","","",""
"Gualövsskola","67942007","Bromölla","1272","Kommunal","Bromöllakommun","2120000894","000000009","..","000000046","","","","","","","","","","","",""
"Humleskolan","18195751","Bromölla","1272","Kommunal","Bromöllakommun","2120000894",".",".","000000281","","","","","","","","","","","",""
"Näsumsskola","43549980","Bromölla","1272","Kommunal","Bromöllakommun","2120000894","000000013","..","000000130","","","","","","","","","","","",""
"Bräckeskola","63287550","Bräcke","2305","Kommunal","Bräckekommun","2120002460","000000027","40.7","000000229","","","","","","","","","","","",""
"Gällöskola","34671510","Bräcke","2305","Kommunal","Bräckekommun","2120002460","000000035","48.6","000000237","","","","","","","","","","","",""
"Kälarneskola","82223639","Bräcke","2305","Kommunal","Bräckekommun","2120002460","000000007","..","000000091","","","","","","","","","","","",""
"Dalslundskolan4-6","65794511","Burlöv","1231","Kommunal","Burlövskommun","2120001025",".",".","000000269","","","","","","","","","","","",""
"Dalslundskolan7-9","58712142","Burlöv","1231","Kommunal","Burlövskommun","2120001025",".",".","000000206","","","","","","","","","","","",""
"DalslundskolanF-3","63471148","Burlöv","1231","Kommunal","Burlövskommun","2120001025","000000067","56.7","000000163","","","","","","","","","","","",""
"Humlemadskolan","12436715","Burlöv","1231","Kommunal","Burlövskommun","2120001025","000000039","43.6","000000226","","","","","","","","","","","",""
"Svanetorpskolan","55734921","Burlöv","1231","Kommunal","Burlövskommun","2120001025","000000025","48","000000070","","","","","","","","","","","",""
"Svenshögskolan","82378508","Burlöv","1231","Kommunal","Burlövskommun","2120001025","000000045","44.4","000000263","","","","","","","","","","","",""
"Södervångskolan","64830407","Burlöv","1231","Kommunal","Burlövskommun","2120001025","000000023","43.5","000000108","","","","","","","","","","","",""
"Tågarpskolan","34882305","Burlöv","1231","Kommunal","Burlövskommun","2120001025","000000049","42.9","000000306","","","","","","","","","","","",""
"Vårboskolan","95748172","Burlöv","1231","Kommunal","Burlövskommun","2120001025",".",".","000000302","","","","","","","","","","","",""
"Bjäreskola","64633692","Båstad","1278","Kommunal","Båstadskommun","2120000944","000000038","47.4","000000202","","","","","","","","","","","",""
"BåstadMontessoriskolaAsken","35158169","Båstad","1278","Enskild","BåstadMontessoriEkonomiskFörening","7164367695","000000020","50","000000104","","","","","","","","","","","",""
"FörslövsskolaF-9","94453321","Båstad","1278","Kommunal","Båstadskommun","2120000944","000000039","59","000000455","","","","","","","","","","","",""
"StrandängsskolanF-9","16148785","Båstad","1278","Kommunal","Båstadskommun","2120000944","000000027","51.9","000000548","","","","","","","","","","","",""
"ÖstraKarupsskola","88295885","Båstad","1278","Kommunal","Båstadskommun","2120000944","000000031","45.2","000000156","","","","","","","","","","","",""
"Hagaskolan","93081338","Dals-Ed","1438","Kommunal","Dals-Edskommun","2120001413",".",".","000000306","","","","","","","","","","","",""
"Snörrumskolan","62394711","Dals-Ed","1438","Kommunal","Dals-Edskommun","2120001413","000000046","43.5","000000156","","","","","","","","","","","",""
"Baldersskolan","95432644","Danderyd","0162","Kommunal","Danderydskommun","2120000126","000000052","55.8","000000110","","","","","","","","","","","",""
"BritishInternationalSchool*","66620411","Danderyd","0162","Enskild","StiftelsenBorgen2-BritishInternationalSchoolStockholm","8024777289",".",".","000000415","","","","","","","","","","","",""
"DanderydsMontessoriskola","59848694","Danderyd","0162","Enskild","MontessoriFörskolorochSkoloriSverigeAB","5591658975","000000012","..","000000097","","","","","","","","","","","",""
"Ekebyskolan","94987345","Danderyd","0162","Kommunal","Danderydskommun","2120000126","000000025","..","000000246","","","","","","","","","","","",""
"Elevverket","95940425","Danderyd","0162","Enskild","DanderydsEnskildaSkolaAktiebolag","5563210706","000000025","64","000000156","","","","","","","","","","","",""
"Enebybergsskola","63581692","Danderyd","0162","Kommunal","Danderydskommun","2120000126","000000082","52.4","000000553","","","","","","","","","","","",""
